usage_id,customer_id,usage_month,login_count,feature_usage_score,support_tickets_raised,nps_score
194,17,2023-01-31,10,19.82,2,
195,17,2023-03-02,17,75.88,0,9.0
196,17,2023-04-01,20,33.89,0,8.0
197,17,2023-05-01,21,33.98,1,10.0
198,17,2023-05-31,6,87.35,0,8.0
199,17,2023-06-30,16,64.22,1,7.0
200,17,2023-07-30,20,51.97,1,7.0
201,17,2023-08-29,26,62.05,0,9.0
202,17,2023-09-28,14,41.73,0,7.0
203,17,2023-10-28,6,53.86,0,8.0
204,17,2023-11-27,21,58.27,1,
205,18,2023-01-01,13,91.83,0,9.0
206,18,2023-01-31,13,58.74,0,10.0
207,18,2023-03-02,28,53.41,0,10.0
208,18,2023-04-01,7,89.84,1,
209,18,2023-05-01,15,63.54,0,9.0
210,18,2023-05-31,29,40.11,0,
211,18,2023-06-30,16,34.19,0,
212,18,2023-07-30,25,52.89,2,10.0
213,18,2023-08-29,12,100.0,3,8.0
214,18,2023-09-28,19,56.85,0,
215,18,2023-10-28,17,83.56,0,
216,18,2023-11-27,18,71.41,0,9.0
217,19,2023-01-01,21,66.87,1,9.0
218,19,2023-01-31,17,57.14,0,9.0
219,19,2023-03-02,14,67.88,0,8.0
220,19,2023-04-01,18,32.15,0,9.0
221,19,2023-05-01,11,23.51,0,10.0
222,19,2023-05-31,15,44.34,2,9.0
223,19,2023-06-30,14,39.7,0,8.0
224,19,2023-07-30,21,76.94,0,
225,19,2023-08-29,22,93.73,0,9.0
226,19,2023-09-28,25,68.74,1,10.0
227,19,2023-10-28,17,46.94,0,
228,19,2023-11-27,25,74.3,1,10.0
229,20,2023-01-01,14,90.48,0,
230,20,2023-01-31,21,32.98,0,9.0
231,20,2023-03-02,12,41.98,0,8.0
232,20,2023-04-01,14,31.08,0,
233,20,2023-05-01,17,82.24,0,9.0
234,20,2023-05-31,18,35.36,1,8.0
235,20,2023-06-30,16,34.69,0,
236,20,2023-07-30,17,24.04,1,10.0
237,20,2023-08-29,20,36.51,0,9.0
238,20,2023-09-28,15,54.0,0,
239,20,2023-10-28,25,68.57,1,8.0
240,20,2023-11-27,16,12.09,1,7.0
241,21,2023-01-01,17,51.34,0,
242,21,2023-01-31,16,45.82,1,9.0
243,21,2023-03-02,13,90.15,0,
244,21,2023-04-01,23,76.67,0,9.0
245,21,2023-05-01,25,42.57,1,10.0
246,21,2023-05-31,13,63.14,0,7.0
247,21,2023-06-30,14,38.99,0,
248,21,2023-07-30,25,60.24,0,8.0
249,21,2023-08-29,23,70.36,0,9.0
250,21,2023-09-28,13,46.6,0,
251,21,2023-10-28,18,87.87,2,
252,21,2023-11-27,14,48.87,2,
253,22,2023-01-01,13,72.6,0,8.0
254,22,2023-01-31,16,72.02,0,7.0
255,22,2023-03-02,19,0.0,1,10.0
256,22,2023-04-01,17,68.54,1,
257,22,2023-05-01,19,28.63,0,10.0
258,22,2023-05-31,20,77.31,0,
259,22,2023-06-30,19,76.49,0,7.0
260,22,2023-07-30,24,79.01,2,
261,22,2023-08-29,10,78.81,2,10.0
262,22,2023-09-28,18,71.68,1,
263,22,2023-10-28,16,75.35,0,
264,22,2023-11-27,30,54.94,0,
265,23,2023-01-01,22,51.28,1,
266,23,2023-01-31,16,86.01,2,10.0
267,23,2023-03-02,21,57.88,0,
268,23,2023-04-01,11,79.66,0,
269,23,2023-05-01,11,9.94,0,
270,23,2023-05-31,10,87.69,0,8.0
271,23,2023-06-30,11,15.51,0,
272,23,2023-07-30,17,87.92,0,9.0
273,23,2023-08-29,18,60.68,0,8.0
274,23,2023-09-28,26,0.0,0,
275,23,2023-10-28,16,45.44,0,
276,23,2023-11-27,23,58.89,2,9.0
277,24,2023-01-01,22,14.71,0,
278,24,2023-01-31,16,59.47,0,
279,24,2023-03-02,18,58.66,0,
280,24,2023-04-01,10,18.31,0,
281,24,2023-05-01,12,76.43,1,
282,24,2023-05-31,24,62.4,0,10.0
283,24,2023-06-30,6,38.51,1,8.0
284,24,2023-07-30,19,73.73,0,
285,24,2023-08-29,18,74.21,0,8.0
286,24,2023-09-28,6,40.59,0,10.0
287,24,2023-10-28,14,88.81,0,7.0
288,24,2023-11-27,23,60.0,0,
289,25,2023-01-01,17,41.72,0,8.0
290,25,2023-01-31,18,54.11,0,8.0
291,25,2023-03-02,13,66.04,1,9.0
292,25,2023-04-01,22,55.96,0,9.0
293,25,2023-05-01,24,58.61,0,
294,25,2023-05-31,13,81.14,0,
295,25,2023-06-30,19,31.39,1,7.0
296,25,2023-07-30,14,41.0,0,10.0
297,25,2023-08-29,24,30.11,0,8.0
298,25,2023-09-28,19,70.79,0,
299,25,2023-10-28,18,62.1,0,
300,25,2023-11-27,20,58.69,2,
301,26,2023-01-01,11,66.03,1,1.0
302,26,2023-01-31,17,38.16,2,2.0
303,26,2023-03-02,15,58.17,1,6.0
304,26,2023-04-01,16,41.15,3,3.0
305,26,2023-05-01,18,46.4,2,1.0
306,26,2023-05-31,18,44.09,1,4.0
307,26,2023-06-30,22,67.23,2,2.0
308,26,2023-07-30,17,59.39,4,1.0
309,26,2023-08-29,12,71.82,0,2.0
310,26,2023-09-28,3,3.72,3,3.0
311,26,2023-10-28,15,48.43,1,5.0
312,26,2023-11-27,14,48.52,3,1.0
313,27,2023-01-01,23,79.66,0,7.0
314,27,2023-01-31,20,55.85,0,
315,27,2023-03-02,9,50.5,0,8.0
316,27,2023-04-01,17,69.6,0,
317,27,2023-05-01,12,43.08,2,
318,27,2023-05-31,22,47.51,0,9.0
319,27,2023-06-30,20,53.33,0,10.0
320,27,2023-07-30,19,69.85,1,9.0
321,27,2023-08-29,12,67.66,0,
322,27,2023-09-28,27,66.78,0,10.0
323,27,2023-10-28,4,67.06,2,
324,27,2023-11-27,22,61.75,1,7.0
325,28,2023-01-01,16,50.57,0,1.0
326,28,2023-01-31,7,79.86,4,2.0
327,28,2023-03-02,14,58.68,5,2.0
328,28,2023-04-01,24,32.35,2,3.0
329,28,2023-05-01,5,65.45,1,2.0
330,28,2023-05-31,8,56.83,2,2.0
331,28,2023-06-30,7,55.44,2,3.0
332,28,2023-07-30,10,66.51,1,5.0
333,28,2023-08-29,4,26.59,3,4.0
334,28,2023-09-28,15,68.82,2,2.0
335,28,2023-10-28,10,24.41,3,5.0
336,28,2023-11-27,14,48.29,0,2.0
337,29,2023-01-01,14,48.29,0,8.0
338,29,2023-01-31,21,85.18,0,
339,29,2023-03-02,4,54.97,1,
340,29,2023-04-01,20,70.53,1,10.0
341,29,2023-05-01,23,78.86,0,9.0
342,29,2023-05-31,27,37.08,0,
343,29,2023-06-30,17,46.19,0,
344,29,2023-07-30,22,62.79,1,8.0
345,29,2023-08-29,15,48.77,0,10.0
346,29,2023-09-28,16,56.62,1,8.0
347,29,2023-10-28,14,48.47,0,9.0
348,29,2023-11-27,24,59.47,0,
349,30,2023-01-01,26,48.39,3,2.0
350,30,2023-01-31,13,35.84,1,1.0
351,30,2023-03-02,14,61.92,0,3.0
352,30,2023-04-01,5,37.58,1,2.0
353,30,2023-05-01,17,71.1,0,5.0
354,30,2023-05-31,10,25.05,1,5.0
355,30,2023-06-30,25,64.86,2,5.0
356,30,2023-07-30,18,44.19,3,1.0
357,30,2023-08-29,4,24.54,2,3.0
358,30,2023-09-28,7,31.37,0,3.0
359,30,2023-10-28,20,47.93,0,2.0
360,30,2023-11-27,3,71.0,1,2.0
361,31,2023-01-01,19,87.47,0,7.0
362,31,2023-01-31,18,55.07,0,7.0
363,31,2023-03-02,10,45.38,1,
364,31,2023-04-01,20,37.22,2,10.0
365,31,2023-05-01,16,22.17,0,
366,31,2023-05-31,14,44.18,0,
367,31,2023-06-30,12,76.42,1,7.0
368,31,2023-07-30,8,43.16,0,8.0
369,31,2023-08-29,4,67.31,0,7.0
370,31,2023-09-28,17,37.01,0,
371,31,2023-10-28,13,22.09,2,9.0
372,31,2023-11-27,20,49.15,0,
373,32,2023-01-01,11,18.28,0,9.0
374,32,2023-01-31,17,42.51,1,
375,32,2023-03-02,23,64.13,1,10.0
376,32,2023-04-01,23,40.57,0,9.0
377,32,2023-05-01,27,44.8,3,9.0
378,32,2023-05-31,13,56.53,0,9.0
379,32,2023-06-30,20,69.5,0,8.0
380,32,2023-07-30,21,53.43,1,9.0
381,32,2023-08-29,23,28.77,0,
382,32,2023-09-28,16,59.08,2,9.0
383,32,2023-10-28,24,32.32,0,8.0
384,32,2023-11-27,12,57.48,0,9.0
385,33,2023-01-01,19,64.39,1,9.0
386,33,2023-01-31,11,13.12,2,7.0
387,33,2023-03-02,8,26.21,0,
388,33,2023-04-01,15,6.86,0,8.0
389,33,2023-05-01,20,71.27,0,10.0
390,33,2023-05-31,16,76.4,0,10.0
391,33,2023-06-30,23,63.13,0,10.0
392,33,2023-07-30,17,66.56,0,8.0
393,33,2023-08-29,34,68.13,0,10.0
394,33,2023-09-28,8,50.07,0,7.0
395,33,2023-10-28,21,65.57,0,9.0
396,33,2023-11-27,17,54.59,0,
397,34,2023-01-01,8,18.14,0,
398,34,2023-01-31,17,32.1,1,7.0
399,34,2023-03-02,22,57.46,0,
400,34,2023-04-01,32,72.74,1,10.0
401,34,2023-05-01,19,66.44,0,
402,34,2023-05-31,20,40.92,2,7.0
403,34,2023-06-30,16,81.52,0,
404,34,2023-07-30,22,50.65,1,7.0
405,34,2023-08-29,19,60.09,0,
406,34,2023-09-28,23,30.12,1,
407,34,2023-10-28,23,58.38,1,8.0
408,34,2023-11-27,26,71.98,1,9.0
409,35,2023-01-01,24,60.01,0,10.0
410,35,2023-01-31,23,51.09,0,
411,35,2023-03-02,23,71.2,0,
412,35,2023-04-01,23,63.88,0,7.0
413,35,2023-05-01,17,65.57,1,7.0
414,35,2023-05-31,17,48.26,1,10.0
415,35,2023-06-30,29,89.16,0,
416,35,2023-07-30,26,70.02,1,
417,35,2023-08-29,16,16.79,0,
418,35,2023-09-28,18,27.32,1,
419,35,2023-10-28,20,57.1,2,9.0
420,35,2023-11-27,22,56.0,1,10.0
421,36,2023-01-01,20,71.12,4,2.0
422,36,2023-01-31,24,74.59,2,4.0
423,36,2023-03-02,20,91.87,0,2.0
424,36,2023-04-01,20,66.54,2,3.0
425,36,2023-05-01,14,22.67,0,3.0
426,36,2023-05-31,10,74.82,3,2.0
427,36,2023-06-30,14,47.82,0,5.0
428,36,2023-07-30,4,55.82,1,6.0
429,36,2023-08-29,6,21.28,0,2.0
430,36,2023-09-28,6,82.42,2,2.0
431,36,2023-10-28,9,41.68,0,1.0
432,36,2023-11-27,18,22.5,1,6.0
433,37,2023-01-01,14,45.39,0,
434,37,2023-01-31,29,13.71,0,9.0
435,37,2023-03-02,18,50.48,0,7.0
436,37,2023-04-01,22,82.4,1,7.0
437,37,2023-05-01,25,53.99,1,8.0
438,37,2023-05-31,11,52.77,2,7.0
439,37,2023-06-30,13,77.99,0,8.0
440,37,2023-07-30,19,40.1,0,
441,37,2023-08-29,15,19.21,0,
442,37,2023-09-28,10,67.84,0,10.0
443,37,2023-10-28,9,27.18,0,9.0
444,37,2023-11-27,6,42.62,0,
445,38,2023-01-01,27,69.53,0,8.0
446,38,2023-01-31,15,33.67,0,8.0
447,38,2023-03-02,24,57.54,1,8.0
448,38,2023-04-01,14,36.14,1,7.0
449,38,2023-05-01,10,56.03,0,9.0
450,38,2023-05-31,24,49.21,0,9.0
451,38,2023-06-30,26,70.39,0,8.0
452,38,2023-07-30,17,45.97,0,
453,38,2023-08-29,16,51.9,0,
454,38,2023-09-28,18,76.28,0,
455,38,2023-10-28,15,27.18,1,
456,38,2023-11-27,2,72.97,1,
457,39,2023-01-01,20,38.56,2,1.0
458,39,2023-01-31,14,35.47,2,4.0
459,39,2023-03-02,25,62.11,1,4.0
460,39,2023-04-01,22,43.15,2,1.0
461,39,2023-05-01,27,42.18,0,1.0
462,39,2023-05-31,14,45.45,0,2.0
463,39,2023-06-30,7,20.74,5,2.0
464,39,2023-07-30,8,17.14,0,4.0
465,39,2023-08-29,7,54.87,0,4.0
466,39,2023-09-28,19,41.67,1,2.0
467,39,2023-10-28,15,27.86,0,5.0
468,39,2023-11-27,0,4.89,0,1.0
469,40,2023-01-01,10,74.67,0,10.0
470,40,2023-01-31,8,70.45,1,
471,40,2023-03-02,26,58.57,0,9.0
472,40,2023-04-01,18,49.49,0,8.0
473,40,2023-05-01,26,62.49,0,
474,40,2023-05-31,27,64.34,0,7.0
475,40,2023-06-30,8,98.91,0,
476,40,2023-07-30,13,62.02,0,9.0
477,40,2023-08-29,19,16.9,0,
478,40,2023-09-28,12,64.86,0,
479,40,2023-10-28,15,29.43,0,7.0
480,40,2023-11-27,15,58.23,1,
481,41,2023-01-01,16,47.96,0,9.0
482,41,2023-01-31,12,39.03,0,9.0
483,41,2023-03-02,14,45.63,1,7.0
484,41,2023-04-01,13,60.01,1,7.0
485,41,2023-05-01,28,49.47,0,9.0
486,41,2023-05-31,7,93.13,0,7.0
487,41,2023-06-30,15,91.76,0,
488,41,2023-07-30,24,31.26,0,
489,41,2023-08-29,20,38.0,0,8.0
490,41,2023-09-28,24,37.67,0,
491,41,2023-10-28,7,46.11,0,
492,41,2023-11-27,30,28.32,0,
493,42,2023-01-01,13,62.58,1,9.0
494,42,2023-01-31,23,39.79,4,
495,42,2023-03-02,21,89.07,0,9.0
496,42,2023-04-01,18,84.43,0,10.0
497,42,2023-05-01,16,81.39,0,
498,42,2023-05-31,20,55.06,2,
499,42,2023-06-30,8,45.4,0,8.0
500,42,2023-07-30,15,55.4,0,
501,42,2023-08-29,26,55.55,0,7.0
502,42,2023-09-28,6,54.32,0,
503,42,2023-10-28,26,74.55,0,
504,42,2023-11-27,17,50.9,1,10.0
505,43,2023-01-01,15,31.27,1,7.0
506,43,2023-01-31,22,41.82,1,10.0
507,43,2023-03-02,21,44.36,1,
508,43,2023-04-01,14,45.52,0,9.0
509,43,2023-05-01,17,23.72,0,7.0
510,43,2023-05-31,10,66.6,1,
511,43,2023-06-30,21,74.56,0,10.0
512,43,2023-07-30,19,61.94,0,
513,43,2023-08-29,20,20.23,1,8.0
514,43,2023-09-28,17,51.1,0,9.0
515,43,2023-10-28,21,38.43,0,8.0
516,43,2023-11-27,25,37.03,3,10.0
517,44,2023-01-01,7,45.75,0,8.0
518,44,2023-01-31,23,30.93,0,9.0
519,44,2023-03-02,10,87.77,1,7.0
520,44,2023-04-01,21,77.33,0,10.0
521,44,2023-05-01,25,69.42,0,
522,44,2023-05-31,19,86.31,0,
523,44,2023-06-30,15,35.72,1,
524,44,2023-07-30,19,26.43,2,7.0
525,44,2023-08-29,11,53.37,3,
526,44,2023-09-28,17,27.9,0,8.0
527,44,2023-10-28,25,74.38,0,8.0
528,44,2023-11-27,17,51.51,1,
529,45,2023-01-01,21,50.04,1,9.0
530,45,2023-01-31,20,66.23,0,
531,45,2023-03-02,20,52.53,0,
532,45,2023-04-01,33,47.54,0,
533,45,2023-05-01,20,33.6,1,10.0
534,45,2023-05-31,19,56.1,0,10.0
535,45,2023-06-30,22,38.08,0,8.0
536,45,2023-07-30,17,44.88,0,
537,45,2023-08-29,11,67.0,0,8.0
538,45,2023-09-28,12,48.75,0,7.0
539,45,2023-10-28,14,42.82,0,
540,45,2023-11-27,13,81.15,0,10.0
541,46,2023-01-01,22,93.9,0,
542,46,2023-01-31,17,100.0,1,7.0
543,46,2023-03-02,0,44.25,1,
544,46,2023-04-01,0,41.98,0,
545,46,2023-05-01,15,20.52,1,8.0
546,46,2023-05-31,14,25.95,3,
547,46,2023-06-30,25,68.67,0,
548,46,2023-07-30,11,57.9,0,7.0
549,46,2023-08-29,10,30.92,0,10.0
550,46,2023-09-28,3,50.07,1,
551,46,2023-10-28,26,66.99,0,8.0
552,46,2023-11-27,21,47.24,1,9.0
553,47,2023-01-01,25,66.69,2,
554,47,2023-01-31,27,53.3,1,
555,47,2023-03-02,18,31.19,0,
556,47,2023-04-01,10,55.58,2,
557,47,2023-05-01,4,57.34,0,
558,47,2023-05-31,18,52.08,0,9.0
559,47,2023-06-30,19,92.98,0,
560,47,2023-07-30,19,72.83,0,7.0
561,47,2023-08-29,12,62.37,0,9.0
562,47,2023-09-28,17,59.58,0,
563,47,2023-10-28,23,51.91,0,10.0
564,47,2023-11-27,15,26.71,0,
565,48,2023-01-01,13,59.13,2,
566,48,2023-01-31,16,100.0,0,7.0
567,48,2023-03-02,28,53.95,0,
568,48,2023-04-01,14,60.69,0,10.0
569,48,2023-05-01,16,58.69,0,
570,48,2023-05-31,25,30.8,1,9.0
571,48,2023-06-30,14,38.01,1,7.0
572,48,2023-07-30,14,59.12,2,9.0
573,48,2023-08-29,17,32.34,0,
574,48,2023-09-28,14,65.14,0,7.0
575,48,2023-10-28,25,69.35,0,10.0
576,48,2023-11-27,13,95.08,1,
577,49,2023-01-01,21,31.28,0,
578,49,2023-01-31,13,23.35,0,9.0
579,49,2023-03-02,25,42.12,0,8.0
580,49,2023-04-01,13,60.03,1,10.0
581,49,2023-05-01,12,57.76,1,
582,49,2023-05-31,21,67.55,0,7.0
583,49,2023-06-30,17,64.65,0,
584,49,2023-07-30,16,95.62,1,8.0
585,49,2023-08-29,13,64.23,0,10.0
586,49,2023-09-28,21,52.18,0,
587,49,2023-10-28,14,35.16,0,
588,49,2023-11-27,8,64.6,1,
589,50,2023-01-01,18,52.02,0,8.0
590,50,2023-01-31,13,43.39,0,
591,50,2023-03-02,18,84.15,1,8.0
592,50,2023-04-01,18,60.76,2,10.0
593,50,2023-05-01,22,58.23,0,
594,50,2023-05-31,21,40.92,0,8.0
595,50,2023-06-30,5,19.6,1,7.0
596,50,2023-07-30,25,65.66,0,10.0
597,50,2023-08-29,19,14.71,1,
598,50,2023-09-28,13,60.28,0,
599,50,2023-10-28,5,44.17,0,
600,50,2023-11-27,22,39.1,0,9.0
601,51,2023-01-01,18,31.02,0,
602,51,2023-01-31,28,49.01,0,
603,51,2023-03-02,23,74.45,1,10.0
604,51,2023-04-01,21,46.18,1,
605,51,2023-05-01,16,93.46,0,7.0
606,51,2023-05-31,25,90.39,1,7.0
607,51,2023-06-30,15,74.93,2,7.0
608,51,2023-07-30,11,49.65,0,
609,51,2023-08-29,21,45.76,0,10.0
610,51,2023-09-28,21,73.55,0,7.0
611,51,2023-10-28,13,75.35,0,
612,51,2023-11-27,19,30.68,0,
613,52,2023-01-01,8,76.16,1,7.0
614,52,2023-01-31,17,41.23,2,7.0
615,52,2023-03-02,18,79.38,1,7.0
616,52,2023-04-01,15,84.92,0,7.0
617,52,2023-05-01,7,38.78,1,
618,52,2023-05-31,9,72.51,0,
619,52,2023-06-30,22,84.01,2,10.0
620,52,2023-07-30,4,60.81,1,
621,52,2023-08-29,17,31.46,0,
622,52,2023-09-28,2,66.95,1,8.0
623,52,2023-10-28,17,75.35,0,10.0
624,52,2023-11-27,1,76.69,0,10.0
625,53,2023-01-01,19,47.64,1,
626,53,2023-01-31,15,38.72,1,9.0
627,53,2023-03-02,12,60.24,0,
628,53,2023-04-01,37,36.85,0,7.0
629,53,2023-05-01,19,54.46,0,9.0
630,53,2023-05-31,18,40.82,1,9.0
631,53,2023-06-30,16,63.82,0,
632,53,2023-07-30,23,22.89,0,
633,53,2023-08-29,29,71.34,0,8.0
